sl.no,label,msisdn,aon,daily_decr30,daily_decr90,rental30,rental90,last_rech_date_ma,last_rech_date_da,last_rech_amt_ma,cnt_ma_rech30,fr_ma_rech30,sumamnt_ma_rech30,medianamnt_ma_rech30,medianmarechprebal30,cnt_ma_rech90,fr_ma_rech90,sumamnt_ma_rech90,medianamnt_ma_rech90,medianmarechprebal90,cnt_da_rech30,fr_da_rech30,cnt_da_rech90,fr_da_rech90,cnt_loans30,amnt_loans30,maxamnt_loans30,medianamnt_loans30,cnt_loans90,amnt_loans90,maxamnt_loans90,medianamnt_loans90,payback30,payback90,pcircle,pdate
1071,1,04038I89235,523,12721.758,12830.86,3482.11,5248,3,0,770,3,10,7127,2309,143.63,6,0,12721,1541,191.13,0,0,0,0,4,36,12,0.5,4,36,12,0.5,7.333333333,7.333333333,UPW,21-07-2016
1072,1,57211I84458,213,17560.005,17646.35,8909.77,12259.48,16,0,8000,2,10,9539,4769.5,7,6,2,13388,1154.5,19,0,0,0,0,3,30,12,0,4,36,12,0,6.666666667,6.666666667,UPW,21-07-2016
1073,0,44822I70784,140,3.293333333,7.6,2651.36,2934.58,20,0,770,1,0,770,770,3,1,0,770,770,3,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,17-07-2016
1074,1,67345I90840,797,93.59466667,93.59466667,723.66,723.66,4,0,2309,8,1,16184,1924,10,11,1,21598,1547,16,0,0,0,0,5,30,6,0,5,30,6,0,1.75,1.75,UPW,14-06-2016
1075,0,31601I84451,1023,1698.833333,1703.25,2153.33,3129.93,10,0,1539,2,5,3078,1539,112.9,2,5,3078,1539,112.9,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,10-07-2016
1076,1,20963I70785,450,5448,5448,5951.87,5951.87,3,0,1539,2,1,2309,1154.5,43.5,2,1,2309,1154.5,43.5,0,0,0,0,2,24,12,0,2,24,12,0,0,0,UPW,20-08-2016
1077,1,48210I70372,579,52.568,52.568,1020.48,1020.48,10,0,1924,4,12,4243,773,22.1,4,12,4243,773,22.1,0,0,0,0,4,24,6,0,4,24,6,0,3.25,3.25,UPW,24-06-2016
1078,1,99896I90582,1166,25.30666667,25.30666667,107.68,107.68,4,0,1547,2,8,2320,1160,7.31,2,8,2320,1160,7.31,0,0,0,0,2,12,6,0,2,12,6,0,6.5,6.5,UPW,16-06-2016
1079,1,14253I88659,94,2557.996,2635.99,1801.79,2678.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,18-07-2016
1080,1,93654I90845,206,61.06,61.06,181.8,181.8,7,0,4067,1,0,4067,4067,0,1,0,4067,4067,0,0,0,0,0,2,12,6,0,2,12,6,0,2,2,UPW,06-06-2016
1081,0,23784I90580,1239,5828.426667,5865.6,3197.42,3690.42,4,0,770,5,5,5388,770,63.27,8,5,10009,1156,63.27,0,0,0,0,5,30,6,0,7,42,6,0,3.75,6,UPW,17-07-2016
1082,1,32380I70785,159,35672,47663.3,11099.67,14458.71,1,0,4048,8,4,39418,4048,15,27,0,85693,3178,28,0,0,0,0,9,78,12,0,20,144,12,0,2.333333333,2.1,UPW,08-08-2016
1083,1,58599I84453,119,60,60,2429.1,2429.1,5,0,1547,6,1,8497,1547,53,7,5,10430,1547,56,0,0,0,0,3,18,6,0,3,18,6,0,6,6,UPW,30-06-2016
1084,0,47255I84459,1359,2450,2450,192.13,192.13,4,0,1547,1,0,1547,1547,48.4,1,0,1547,1547,48.4,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-07-2016
1085,1,15764I94124,212,1110.481,1157.83,378,540,27,0,2309,2,2,4618,2309,18.03,18,0,27796,1547,23.53,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,09-07-2016
1086,0,60239I70782,350,-0.043333333,-0.043333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,26-06-2016
1087,1,77701I70784,371,21.435,21.435,105,105,9,0,1539,1,0,1539,1539,25,1,0,1539,1539,25,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,15-06-2016
1088,1,72912I70379,90,16259.21233,16361.49,2278.82,2516.82,6,0,3178,7,5,18968,3178,20,10,7,28502,3178,20,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,17-07-2016
1089,0,74134I82735,1650,4792.3,4793,1299.96,1695.6,6,0,4048,1,0,4048,4048,21,1,0,4048,4048,21,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,07-07-2016
1090,1,58060I91197,293,114.4866667,114.4866667,157.82,157.82,2,0,773,7,0,6942,773,29,8,0,7889,773,19.25,0,0,0,0,4,24,6,0,4,24,6,0,6,6,UPW,26-06-2016
1091,1,73102I89230,2133,29.556,29.556,76.6,76.6,8,0,7400,1,0,7400,7400,74.01,1,0,7400,7400,74.01,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,04-06-2016
1092,1,10651I90847,589,5102.865,5127.05,2532.12,2981.52,1,0,1539,3,12,4617,1539,24,5,7,7703,1539,25,0,0,0,0,2,12,6,0.5,2,12,6,0.5,2,2,UPW,21-07-2016
1093,1,01796I88659,405,3624.48,3645.9,4538.03,4962.93,6,0,1539,4,6,6156,1539,11.9,5,14,7695,1539,11.4,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,14-07-2016
1094,1,46793I90589,1021,4901.237333,4931.48,1251.46,1744.26,5,0,1539,6,3,8476,1539,13,8,39,10962,1539,13,0,0,0,0,5,30,6,0,5,30,6,0,2.75,2.75,UPW,11-07-2016
1095,1,06832I70376,425,74.83,74.83,292.95,292.95,1,0,1539,4,1,5390,1539,122,4,1,5390,1539,122,0,0,0,0,2,12,6,0,2,12,6,0,9.666666667,9.666666667,UPW,21-06-2016
1096,1,56612I70787,460,90.59333333,90.59333333,485.9,485.9,2,0,2309,8,3,10979,1547,46.5,10,0,12525,1543,76.5,0,0,0,0,5,30,6,0,5,30,6,0,1.75,1.75,UPW,10-06-2016
1097,1,42493I90589,559,793.6186667,805.02,83.04,81.86,1,0,770,6,1,7696,1539,104,8,1,11563,1539,131.5,0,0,0,0,3,18,6,0,3,18,6,0,7,7,UPW,02-07-2016
1098,1,92562I88648,1241,2887.26,2901.39,1784.78,1844.78,3,0,770,3,19,3848,1539,83.74,3,19,3848,1539,83.74,0,0,0,0,4,24,6,0,6,36,6,0,5.333333333,4.2,UPW,10-07-2016
1099,1,81735I85339,1606,8700,8709,799.51,799.51,4,0,770,5,0,6157,1539,38.7,6,0,7704,1539,60.7,0,0,0,0,3,18,6,0,4,24,6,0,9,9.75,UPW,30-07-2016
1100,1,59498I90585,1240,38.46333333,38.46333333,1520.2,1520.2,1,0,770,3,3,3848,1539,14.5,4,3,5395,1539,102,0,0,0,0,3,18,6,0,3,18,6,0,2,2,UPW,10-06-2016
1101,1,59446I90588,2105,5595,7689.17,0,90,56,0,5787,0,0,0,0,0,1,0,5787,5787,6.31,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,16-08-2016
1102,1,87725I90840,183,13.81466667,13.81466667,931.58,931.58,6,0,1547,1,0,1547,1547,0,1,0,1547,1547,0,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,26-06-2016
1103,1,99954I90843,901,13845,14420.95,6650.94,5999.34,4,0,1539,6,3,9436,1154.5,13.6,9,3,32996,1539,20.6,0,0,0,0,4,30,12,0,4,30,12,0,2.75,2.75,UPW,31-07-2016
1104,1,95512I82738,603,6400,6504,600.39,600.39,10,0,1539,3,9,4617,1539,50,4,44,5390,1539,61,0,0,0,0,2,12,6,0,2,12,6,0,5,5,UPW,31-07-2016
1105,1,21985I95204,183,578.6916667,594.43,239.25,287.1,36,0,7560,0,0,0,0,0,1,0,7560,7560,44,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-07-2016
1106,1,73156I95207,105,14159.58133,14208.544,3351.09,3924.25,2,17,770,10,2,17432,1154.5,204.2,15,2,24358,1539,142.7,2,0,2,0,1,12,6041.731394,0,1,12,12,0,0,0,UPW,23-07-2016
1107,1,39753I88698,212,6028,8626.76,1013.56,1362.38,2,0,1539,3,9,3856,1539,21,9,0,13322,770,53,0,0,0,0,2,12,6,0,2,12,6,0,9,9,UPW,09-08-2016
1108,1,50170I88689,183,60.97866667,60.97866667,667.76,667.76,1,0,773,7,0,6941,773,242,9,0,7887,773,99,0,0,0,0,2,12,6,0,2,12,6,0,1,1,UPW,08-06-2016
1109,1,90754I88650,424,13971.231,14063.31,7101.19,7806.16,3,0,770,9,1,12316,1539,40.92,17,3,22330,1539,92.92,0,0,0,0,7,42,6,0,12,72,6,0,2.5,2.454545455,UPW,27-07-2016
1110,1,51698I70789,139,8407,12220.16,2544.84,8341.87,2,0,773,8,2,7716,773,114,13,4,17336,1539,73,0,0,0,0,1,6,6,0,3,18,6,0,0,12,UPW,12-08-2016
1111,1,50327I89239,150,22978,36054.84,49068.99,76981.3,8,0,1539,5,2,14156,1539,21.9,15,1,48463,1924,21.9,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,06-08-2016
1112,1,57255I70377,633,1989.244,2007.19,11.2,12,12,0,8000,2,13,19874,9937,76.53,2,13,19874,9937,76.53,0,0,0,0,2,12,6,0,2,12,6,0,0,4,UPW,02-07-2016
1113,1,40711I89230,186,22512,22512,5540.21,5540.21,2,0,770,10,1,20025,1539,190.5,10,1,20025,1539,190.5,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,13-08-2016
1114,1,33331I70376,174,6046.766667,6061,967.42,1109.52,1,0,4917,4,6,13682,3613,309.5,5,6,15221,3178,77,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,07-07-2016
1115,1,77243I90848,157,47.17333333,47.17333333,885.37,885.37,2,0,770,5,2,5388,770,79.5,5,2,5388,770,79.5,0,0,0,0,5,30,6,0,5,30,6,0,5,5,UPW,29-06-2016
1116,1,83484I84452,1302,33.03,33.03,-156.45,-156.45,52,0,8000,0,0,0,0,0,1,0,8000,8000,12.56,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,15-06-2016
1117,1,88190I70782,86,9798.7,9841,551.83,659.83,3,0,4048,4,5,16192,4048,38,5,10,20240,4048,18,0,0,0,0,2,24,12,0,2,24,12,0,0,0,UPW,09-07-2016
1118,1,54804I91190,342,11541,12962.39,2230.65,2346.45,7,0,1539,6,10,8465,1539,148,10,0,11557,1156,233,0,0,0,0,4,24,6,0,7,42,6,0,3,3.428571429,UPW,07-08-2016
1119,1,47102I90584,224,170.52,170.52,5929.92,5929.92,1,0,773,11,0,20270,773,228,11,0,20270,773,228,0,0,0,0,6,36,6,0,6,36,6,0,8.5,8.5,UPW,24-06-2016
1120,0,05666I90843,442,1121.333333,1132,2693.91,2723.41,1,0,1539,2,25,2309,1154.5,19.2,6,1,7722,1156,55.7,0,0,0,0,3,18,6,0,4,24,6,0,14.5,12,UPW,10-07-2016
1121,1,31567I88650,1076,55.728,55.728,904.32,904.32,1,0,8000,2,14,11467,5733.5,56,2,14,11467,5733.5,56,0,0,0,0,2,12,6,0,2,12,6,0,1.5,1.5,UPW,12-06-2016
1122,1,35945I95205,130,8453,9603,1035.17,4766.03,4,0,1539,3,10,4617,1539,32,9,6,13090,1539,19,0,0,0,0,3,18,6,0,3,18,6,0,6.5,6.5,UPW,14-08-2016
1123,1,04080I70787,487,5840.585333,5883.54,813.08,1174.52,2,0,773,6,4,6164,773,83,14,1,18673,773,118,0,0,0,0,6,36,6,0,9,54,6,0,4.833333333,3.875,UPW,16-07-2016
1124,1,06225I70376,602,41.99,41.99,2559.8,2559.8,3,0,770,3,3,1716,770,96,3,3,1716,770,96,0,0,0,0,3,18,6,0,3,18,6,0,2.666666667,2.666666667,UPW,10-06-2016
1125,1,49073I84450,1793,421.7186667,446.54,16566.18,19583.94,1,0,770,2,26,1540,770,30.23,5,5,4619,770,8.73,0,0,0,0,3,18,6,0,6,36,6,0,8,5.8,UPW,16-07-2016
1126,0,32581I89235,1184,780,780,11902.68,12278.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,03-07-2016
1127,1,32636I70376,213,7378,9755.11,1833.85,8509.35,1,0,1539,6,5,6927,1154.5,19.5,13,2,13875,773,9,0,0,0,0,4,30,12,0,10,66,12,0,11,8.222222222,UPW,16-08-2016
1128,1,70883I89234,1488,36130,39906.45,4036.96,5120.29,1,0,3178,11,3,30050,2309,-101.05,31,2,59149,1539,2.95,0,0,0,0,9,84,12,0,25,180,12,0,2.5,2.12,UPW,04-08-2016
1129,1,88513I89233,1411,61.11933333,61.11933333,2247.14,2247.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,14-06-2016
1130,1,57210I70378,588,41.945,41.945,35.6,35.6,1,0,1547,3,7,8908,1547,438,3,7,8908,1547,438,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-06-2016
1131,1,57751I95201,370,16844.39867,16944.88,9010.69,9811.1,5,0,8000,9,0,38983,2309,4.5,18,0,50513,1539,153,0,0,0,0,8,48,6,0,10,60,6,0,1.857142857,2.1,UPW,13-07-2016
1132,1,83157I88658,1794,97829,150278.82,12086.96,17191.65,5,0,10000,8,3,80000,10000,320.33,18,1,172000,10000,374.83,0,0,0,0,6,72,12,0,9,102,12,0,3,2.333333333,UPW,14-08-2016
1133,1,82087I90849,387,115.88,115.88,5241,5241,6,0,4048,2,18,8096,4048,11.3,4,3,16230,4057.5,13.8,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,30-06-2016
1134,1,06181I90845,668,8104.986667,8124.4,707.95,759.95,2,0,1924,3,16,5387,1924,9.7,5,30,8465,1539,20.7,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,26-07-2016
1135,1,34620I89239,845,0.643,0.643,35.56,35.56,4,0,947,1,0,947,947,8.8,1,0,947,947,8.8,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,01-06-2016
1136,1,87640I90844,319,4692.366667,4713.05,18118.68,19414.68,2,0,770,7,4,8480,1539,79.67,8,2,9253,1156,67.67,0,0,0,0,6,36,6,0,7,42,6,0,1.8,2.333333333,UPW,10-07-2016
1137,1,82854I82738,1223,14.685,14.685,45,45,2,0,770,3,3,2490,770,24.58,3,3,2490,770,24.58,0,0,0,0,2,12,6,0.5,2,12,6,0.5,4,4,UPW,09-06-2016
1138,1,16271I90845,125,7.182333333,7.182333333,50.48,50.48,3,0,1547,2,1,2494,1247,12,2,1,2494,1247,12,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,01-06-2016
1139,1,92857I85329,478,64.95,64.95,270,270,4,0,1539,2,5,3078,1539,155.5,3,57,4625,1539,87,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,30-06-2016
1140,1,97945I88659,1458,10989.03,11065.15,4005.51,5145.51,5,0,1539,7,1,9236,1539,29.3,16,1,20968,1539,127.3,0,0,0,0,7,42,6,0,11,66,6,0,3,2.9,UPW,24-07-2016
1141,1,19532I95200,231,18.92733333,18.92733333,992.67,992.67,4,0,773,3,9,2319,773,30,4,43,3092,773,16.5,0,0,0,0,5,30,6,0,5,30,6,0,3.25,3.25,UPW,29-06-2016
1142,1,45436I70788,425,13571.89133,13674.00733,9521.73,11384.71,2,18,2309,9,0,23593,2309,27.5,9,0,23593,2309,27.5,8,0,8,0,6,36,6,0,4009.354995,36,6,0,2.4,2.4,UPW,23-07-2016
1143,1,76053I82738,996,259.02,259.02,3388.8,3388.8,2,0,11874,2,24,23748,11874,653.95,2,24,23748,11874,653.95,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,30-06-2016
1144,1,13558I88689,1380,1660.629333,1666.88,1497.58,1712.66,3,0,770,5,10,3850,770,66.53,6,14,4023,770,76.2,0,0,0,0,4,24,6,0,6,36,6,0,5.75,5,UPW,04-07-2016
1145,1,86867I89231,149,3081.28,3139.8,16506.83,17338.43,6,0,770,5,5,4622,770,65.8,11,5,10786,773,56.8,0,0,0,0,4,24,6,0,8,48,6,0,7,5.285714286,UPW,22-07-2016
1146,1,25133I70780,581,135,135,631.2,631.2,1,0,770,15,0,11571,770,62.7,17,0,13117,773,62.7,0,0,0,0,9,54,6,0,10,60,6,0,3.222222222,3.222222222,UPW,30-06-2016
1147,0,65439I70786,62,0,0,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,20-06-2016
1148,1,56582I70371,678,23.91666667,23.91666667,56,56,3,0,4048,1,0,4048,4048,142.2,3,1,7142,1547,10.2,0,0,0,0,3,18,6,1,3,18,6,1,1,1,UPW,07-06-2016
1149,1,48724I82732,728,2953.636,3009.77,338.69,644.19,1,0,1547,2,25,2317,1158.5,13.2,9,8,9276,773,239.7,0,0,0,0,2,12,6,0,4,24,6,0,0,2.333333333,UPW,26-07-2016
1150,1,07228I88680,1209,18438.25833,18584.55,1443.49,2945.74,15,0,8000,3,10,16770,8000,20.1,8,3,33973,2358.5,19.6,0,0,0,0,2,24,12,0,3,30,12,0,0,3,UPW,25-07-2016
1151,1,70945I82733,302,0.26,0.26,1627.86,1627.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,26-06-2016
1152,1,03290I84452,104,6.58,6.58,112.07,112.07,42,0,773,0,0,0,0,0,1,0,773,773,342,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,07-06-2016
1153,1,62037I90580,1174,12.68166667,12.68166667,49,49,1,0,1539,2,3,3078,1539,79,3,39,4625,1539,15,0,0,0,0,1,6,6,0,1,6,6,0,4,4,UPW,07-06-2016
1154,1,10822I90844,787,35.38333333,35.38333333,140,140,-28,0,1539,1,0,1539,1539,79,1,0,1539,1539,79,0,0,0,0,1,6,6,0,4770.509656,6,6,0,0,0,UPW,05-06-2016
1155,1,18123I85320,259,15416,15466.32,6952.52,7132.52,1,0,1539,6,2,10004,1539,111,11,6,17707,1539,103,0,0,0,0,7,54,12,0,10,72,12,0,4.333333333,4.6,UPW,30-07-2016
1156,1,12460I90849,371,14830,14830,6516.35,9542.79,2,0,770,4,16,13588,2409,25,4,16,13588,2409,25,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,29-07-2016
1157,1,43190I70789,64,158.9373333,158.9373333,531.44,531.44,2,0,2309,4,3,11843,3178,82.5,4,3,11843,3178,82.5,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,14-06-2016
1158,1,75956I70786,186,78.687,78.687,263.52,263.52,4,0,1539,6,5,7726,1543,210,6,5,7726,1543,210,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,27-06-2016
1159,1,49497I89097,1283,20981.22267,21093.17,2534.69,3494.35,1,0,8000,2,25,15526,7763,720.85,3,10,23052,7526,394.85,0,0,0,0,2,18,12,0,2,18,12,0,3,3,UPW,26-07-2016
1160,1,80905I70377,621,7080,7149.6,5577.54,6611.34,3,0,1539,4,0,4618,1154.5,60.5,6,24,6938,1156,31,0,0,0,0,3,18,6,0,6,36,6,0,5.5,7.8,UPW,04-08-2016
1161,1,78299I82738,230,9520.363333,9561.35,3062.77,4043.73,2,0,2309,7,3,11543,1539,95,11,4,15741,1539,28,0,0,0,0,5,30,6,0,5,30,6,0,4,8.2,UPW,16-07-2016
1162,1,00540I90583,837,2.04,2.04,15.58,15.58,2,0,773,2,1,1546,773,93.5,2,1,1546,773,93.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,01-06-2016
1163,1,99702I70374,738,4327.415,4361.05,3800.7,4056.69,3,0,770,6,2,5389,770,23.8,8,2,7101,770,23.3,0,0,0,0,3,18,6,0,4,24,6,0,6.333333333,8.5,UPW,21-07-2016
1164,1,73642I89235,779,6.625,6.625,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,27793.09857,0,1,6,6,0,0,0,UPW,03-06-2016
1165,1,35420I88688,362,18380,21044.62,3166.39,3666.52,1,0,1539,7,1,14051,1539,94,14,1,25218,1539,230,0,0,0,0,3,36,12,0,6,54,12,0,4.5,3.666666667,UPW,15-08-2016
1166,1,97690I84453,694,14620,21584.64,4734.48,5504.44,7,0,2309,2,15,10309,5154.5,12.9,7,10,28059,4048,26.9,0,0,0,0,2,24,12,0,3,36,12,0,6.5,6.5,UPW,12-08-2016
1167,1,39626I88649,260,3613.865667,3653.39,6725.15,7599.8,1,0,770,13,1,16219,1539,56,18,1,19481,773,46.5,0,0,0,0,11,66,6,0,13,78,6,0,2.272727273,2.5,UPW,07-07-2016
1168,1,16614I85338,759,835.8333333,843,288.13,307.33,1,0,1547,2,6,3094,1547,269.63,2,6,3094,1547,269.63,0,0,0,0,2,12,6,0,2,12,6,0,6.5,6.5,UPW,05-07-2016
1169,1,45653I82738,254,6425.34,6460.02,1982.8,2836.6,7,0,1539,5,2,6157,1539,27,9,2,10775,1539,27,0,0,0,0,5,30,6,0,6,36,6,0,3.5,5.333333333,UPW,20-07-2016
1170,1,71381I88659,1312,27.05,27.05,491.25,491.25,3,0,770,1,0,770,770,27.1,1,0,770,770,27.1,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,25-06-2016
1171,1,43494I88690,511,1.066666667,1.066666667,275.38,275.38,4,0,773,2,2,946,473,51.5,3,31,1119,173,88,0,0,0,0,2,12,6,0,2,12,6,0,4,4,UPW,02-06-2016
1172,1,28628I85328,-33,20.69333333,20.69333333,1917.28,1917.28,1,0,770,1,0,770,770,45,1,0,770,770,45,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,16-06-2016
1173,1,01610I91190,73,16.08,16.08,58.98,58.98,1,0,773,9,1,5157,773,19,10,1,5930,773,14,0,0,0,0,6,36,6,0,6,36,6,0,2.4,2.4,UPW,06-06-2016
1174,1,53550I88648,1298,13402.27267,13444.87,12345.88,16825.88,9,0,7526,2,6,9835,4917.5,14.6,3,19,17835,7526,9.1,0,0,0,0,3,18,6,0,4,24,6,0,5.5,8,UPW,16-07-2016
1175,1,42694I70781,150,52.228,52.228,2145,2145,1,0,777,7,1,5409,773,44,7,1,5409,773,44,0,0,0,0,8,48,6,0,8,48,6,0,2.857142857,2.857142857,UPW,22-06-2016
1176,1,53283I89239,1015,9.02,9.02,34.55,34.55,6,0,773,2,2,1546,773,33.2,2,2,1546,773,33.2,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-06-2016
1177,1,20760I85349,1365,14632.49667,14727.3,11822.21,12505.78,2,0,1539,7,3,13283,1539,6,10,3,22149,1539,6.5,0,0,0,0,6,36,6,0,8,48,6,0,4.2,4.875,UPW,17-07-2016
1178,1,16255I70787,564,11934,11972.74,997.62,1144.32,3,0,770,7,4,6928,770,11,11,5,10788,770,-119,0,0,0,0,5,30,6,0,8,48,6,0,7.5,8.222222222,UPW,10-08-2016
1179,1,07085I95202,374,16342.5,16956.99,11761.38,17641.86,2,0,1539,11,0,13110,773,27,17,0,23425,773,27,0,0,0,0,8,48,6,0,12,72,6,0,4.125,7.833333333,UPW,04-08-2016
1180,1,11842I90849,350,1540.173333,1552.4,1314.27,1551.64,4,0,770,6,6,5392,770,55,7,6,6162,770,59.5,0,0,0,0,5,30,6,0,6,36,6,0,6.6,7.5,UPW,07-07-2016
1181,1,86740I88690,964,11980,16241,999.64,2552.05,1,0,1539,6,3,7696,1539,107.27,12,3,17135,1539,39.27,0,0,0,0,4,42,12,0,8,66,12,0,4.25,10,UPW,08-08-2016
1182,1,76125I84459,381,10691,10728.49,6042.81,9943.41,1,0,3178,7,5,10105,1539,29,11,5,14737,1539,30,0,0,0,0,3,18,6,0,5,30,6,0,6,4.75,UPW,03-08-2016
1183,1,38322I82734,1173,49026,50658.09,5811.34,5378.44,1,0,4048,8,8,35493,2309,792.35,25,1,88720,1547,178.85,0,0,0,0,2,24,12,0.5,12,84,12,0,2.5,2.25,UPW,01-08-2016
1184,0,25573I84454,1035,2.348333333,2.348333333,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-06-2016
1185,1,68969I91190,385,3050,3050,1095.91,1095.91,1,0,1539,2,7,3078,1539,38.5,2,7,3078,1539,38.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,11-08-2016
1186,1,97159I89230,470,13294.83,13301.83,17537.79,17537.79,2,0,1539,5,5,7696,1539,4.5,7,5,10016,1539,4.5,0,0,0,0,4,30,12,0,4,30,12,0,2.5,2.5,UPW,11-08-2016
1187,0,93521I70372,415,11067.163,11114.889,4265.39,4416.03,1,19,1539,5,0,9636,770,29,9,0,14270,770,69,1,0,1,0,3,30,12,0,5,42,12,0,8.333333333,7,UPW,23-07-2016
1188,1,72542I88680,1559,7304.61,7346.1,1258.26,1587.39,1,0,770,5,11,6926,1539,33.03,9,11,11724,1539,53.03,0,0,0,0,3,18,6,0,5,30,6,0,3.5,4.666666667,UPW,27-07-2016
1189,0,55331I70786,115,-0.016666667,-0.016666667,1074.25,1074.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-06-2016
1190,1,76324I94121,1671,8266.67,14709.84,8808.83,28165.39,15,0,1539,1,0,1539,1539,169,1,0,1539,1539,169,0,0,0,0,1,12,12,0,1,12,12,0,0,0,UPW,08-08-2016
1191,1,28494I95204,195,1717.15,1720.58,173.81,188.66,2,0,770,3,14,2310,770,12,4,14,3080,770,37,0,0,0,0,3,18,6,0,4,24,6,0,9,8.5,UPW,05-07-2016
1192,1,24636I70784,165,4962.5,4975,4234.95,5765.55,29,0,8000,1,0,8000,8000,26,1,0,8000,8000,26,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,15-07-2016
1193,1,61724I90587,1930,9518.08,9545.2,771.96,879.96,2,0,1539,5,6,8465,1539,59.25,8,6,13098,1539,60.25,0,0,0,0,5,30,6,0,7,42,6,0,4.4,5.5,UPW,18-07-2016
1194,1,68967I82733,717315.0645,10.2,10.2,44.91,44.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,09-06-2016
1195,1,71122I82736,941,664.9426667,667.32,1246.71,1289.7,5,0,770,5,4,6926,1539,84.02,8,3,10367,1539,87.02,0,0,0,0,5,30,6,0,5,30,6,0,5,4.8,UPW,01-07-2016
1196,1,25560I82735,274,1450,1450,199.12,199.12,1,0,770,2,1,1540,770,18,2,1,1540,770,18,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,18-08-2016
1197,1,43277I82731,1397,18110,19999.94,7620.76,13877.88,4,0,3178,15,1,14727,770,60.17,24,1,25119,770,27.17,0,0,0,0,2,24,12,0.5,6,48,12,0,12.33333333,8.166666667,UPW,14-08-2016
1198,1,12841I70781,305,70.329,70.329,469.91,469.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,07-06-2016
1199,1,04112I88698,139,133.3266667,133.3266667,865.76,865.76,1,0,2309,7,1,13269,2309,93,8,1,14216,1928,89.5,0,0,0,0,5,30,6,0,5,30,6,0,4.4,4.4,UPW,14-06-2016
1200,0,10534I82733,183,39.23333333,39.23333333,44,44,2,0,1539,1,0,1539,1539,47,1,0,1539,1539,47,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,22-06-2016
1201,1,49479I70789,162,6.741666667,6.741666667,259.75,259.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-06-2016
